Timestamp,What is the job title that best describes your role when using Xarray?,What field do you work in?,How did you hear about this survey?,How often do you use Xarray?,How many years have you been using Xarray?,How do you rate your level of Xarray proficiency?,"For your applications that use Xarray, how critical is Xarray?",Is Xarray stable enough for you?,What Xarray resources have you used for support in the last six months?,"Which of Xarray's core features are most important to you? [Label-based indexing, interpolation, groupby, reindexing, and computation]",Which of Xarray's core features are most important to you? [Reading and writing files],Which of Xarray's core features are most important to you? [Parallel computation with Dask],Which of Xarray's core features are most important to you? [Interoperability with Pandas],Which of Xarray's core features are most important to you? [Plotting],Where do you use Xarray? [Personal laptop],Where do you use Xarray? [Large workstation],Where do you use Xarray? [HPC cluster],Where do you use Xarray? [Cloud cluster],Interactive or batch? [Interactive:  I use Xarray with Jupyter or IPython when playing with data],Interactive or batch? [Batch: I use Xarray in scripts that run in the future],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [NetCDF 3*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [NetCDF 4*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Zarr*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [GRIB*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [GeoTIFF*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Python Pickle*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [HDF 4/5],"Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Other Image format (PNG, JPG, TIFF, etc.)]",Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Video (e.g. MP4)],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Database (e.g. MongoDB)],"Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Tensors (e.g. PyTorch, Tensorflow, NumPy)]",Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Other],"If you answered ""Other"" above, please list any additional formats:",How easy is it for you to upgrade to newer versions of Python libraries?,"What are some other libraries that you often use with Xarray? (e.g. ""dask, pandas, scikit-learn"") ",What would make Xarray even more useful for your work?,What development activities would help you most right now? [Bug fixes],What development activities would help you most right now? [More documentation],What development activities would help you most right now? [More examples in my domain],What development activities would help you most right now? [New features],What development activities would help you most right now? [Performance improvements],"What common feature requests do you care about most? [More flexible indexing (i.e. selection, alignment)]","What common feature requests do you care about most? [More flexible backend arrays (e.g. Dask, CuPy, Pint, Sparse)]","What common feature requests do you care about most? [More flexible file IO (e.g. netCDF, Zarr, DB)]",What common feature requests do you care about most? [Better physical unit support],What common feature requests do you care about most? [Better documentation / more examples from my field],"What common feature requests do you care about most? [Better interoperability with Machine Learning libraries (e.g. Scikit-learn, Tensorflow)]","What common feature requests do you care about most? [New data structures (e.g. lightweight labeled array, tree-like dataset)]",Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [CuPy (GPU) arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Sparse arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Dask arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Pint (unit-aware) arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Other],"If you answered ""Other"" above, list any additional array types:"
6/3/2022 2:06:14,"Student, Data scientist","Geosciences, Statistics & Machine Learning",coleagues,Most days,1,2,3,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues), Github Discussions",5 (most),4,3,2,1 (least),Regularly (~weekly),Never,Occasionally (~monthly),Never,Regularly (~weekly),Regularly (~weekly),Never,Regularly (~weekly),Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,2,"Dask, scikit-learn, numpy",group of datasets,Somewhat useful,Critical,Critical,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Not relevant,Critical,Very useful,Somewhat useful,Not interested,Somewhat interested,Somewhat interested,Not interested,Not interested,
6/3/2022 2:41:59,Software engineer / developer,Geosciences,Mailing list,Regularly (~weekly),4,3,4,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),3,4,2,1 (least),,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Never,Regularly (~weekly),Occasionally (~monthly),Never,Occasionally (~monthly),Never,Never,Never,Never,Never,Never,,,4,"dask, numba, scikit-learn",lazy argmax ,Somewhat useful,Somewhat useful,Very useful,Very useful,Critical,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant,Very useful,Very useful,Somewhat useful,Somewhat interested,Not interested,Very interested,Not interested,,
6/3/2022 2:50:08,Domain scientist / researcher,Geosciences,Friend,Regularly (~weekly),4,3,2,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag",5 (most),3,1 (least),2,4,Most days,Occasionally (~monthly),Occasionally (~monthly),Never,Most days,Occasionally (~monthly),Never,Regularly (~weekly),Occasionally (~monthly),Never,Never,Occasionally (~monthly),Never,Never,Never,Never,Never,Never,,3,"arviz & pymc, pandas, matplotlib, sunode, pint-xarray, dask","better unit support, may support for unstructured grids",Critical,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Not interested,Not interested,Somewhat interested,Very interested,,
6/3/2022 3:06:38,"Domain scientist / researcher, Data scientist",Geosciences,Twitter,Most days,5,3,4,Yes,Tutorials (https://tutorial.xarray.dev),5 (most),2,3,4,1 (least),Most days,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Most days,Most days,Most days,Most days,,,,Most days,Regularly (~weekly),,,,,Occasionally (~monthly),DBL,3,scikit-learn,plot,Somewhat useful,Very useful,Critical,Very useful,Very useful,Critical,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Somewhat interested,Very interested,Very interested,Somewhat interested,,
6/3/2022 6:06:20,Software engineer / developer,Geosciences,pangeo gitter,Most days,1,2,4,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",5 (most),3,4,2,1 (least),Most days,Never,Occasionally (~monthly),Never,Regularly (~weekly),Most days,Never,Most days,Most days,Never,Never,Never,Never,Never,Never,Never,Occasionally (~monthly),Never,,4,"icclim, xclim, dask, cf-xarray, cftime, rechunker, fsspec",,Very useful,Somewhat useful,Somewhat useful,Very useful,Critical,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Not relevant,Not relevant,Somewhat interested,Somewhat interested,Very interested,Very interested,,
6/3/2022 6:40:14,"Student, Educator",Geosciences,Twitter,Most days,1,1,3,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",4,5 (most),3,1 (least),2,Most days,Never,Most days,Never,Most days,Regularly (~weekly),Most days,Most days,Never,Never,Never,Never,Never,Most days,Most days,Never,Never,,,2,,Better documentation for beginners. Particularly the interaction with dask.,Somewhat useful,Critical,Critical,Somewhat useful,Very useful,Very useful,Not relevant,Not relevant,Not relevant,Critical,Not relevant,Somewhat useful,Not interested,Not interested,Somewhat interested,Not interested,,
6/3/2022 8:48:30,Student,Ocean Engineering,GitHub,Most days,2,4,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",5 (most),4,3,2,1 (least),Most days,Never,Never,Never,Occasionally (~monthly),Never,Never,Most days,Occasionally (~monthly),Never,Never,Never,Most days,Most days,Never,Never,Never,Never,,4,"scipy, joblib, dask, pandas, ","I would really like if xarray has all of the numpy and scipy function (preferably numpy.linalg and scipy's linalg, signal, integrate) function inbuild instead of using xarray.apply_ufunc.",Somewhat useful,Somewhat useful,Very useful,Critical,Critical,Critical,Critical,Critical,Critical,Very useful,Somewhat useful,Critical,Very interested,Very interested,Very interested,Very interested,Somewhat interested,I suggest to add optional for second name (a more descriptive name) for DataArrays for logging and plot labelling purpose.
6/3/2022 15:40:11,Postdoc/Scientist ,Atmospheric Sciences ,Mailing list,Most days,1,2,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev)",5 (most),4,2,1 (least),3,Most days,,Most days,,Most days,Occasionally (~monthly),Regularly (~weekly),Most days,Never,Never,Never,Never,Regularly (~weekly),Never,Occasionally (~monthly),Never,Never,,,2,,Unstructured grid support! ,,Very useful,,Very useful,,,,,,,,Very useful,Somewhat interested,Not interested,Very interested,,,
6/3/2022 17:48:59,Data scientist,climate modeling,pangeo discourse,Regularly (~weekly),3,2,3,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",4,5 (most),1 (least),3,2,Regularly (~weekly),Never,Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Occasionally (~monthly),Never,Regularly (~weekly),Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,3,,Not sure! I still have much to learn with the library that I am sure will be useful. ,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Not interested,
6/4/2022 4:51:20,"Domain scientist / researcher, Software engineer / developer",Geosciences,Mailing list,Regularly (~weekly),5,4,3,Yes,"Documentation (https://docs.xarray.dev/), GitHub issue trackers (reading past issues)",5 (most),4,1 (least),2,3,Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Never,Regularly (~weekly),Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Never,Occasionally (~monthly),Never,Never,Occasionally (~monthly),Never,Never,Never,Never,Never,,3,"NumPy, Pandas, statsmodels, netCDF4, cc-plugin-ncei, Matplotlib, Cartopy, wrf-python, MetPy, ","cell_methods in cf-xarray, DataArray.integrate coupling with pint-xarray to update units",Somewhat useful,Somewhat useful,Not relevant,Somewhat useful,Somewhat useful,"Somewhat useful, Very useful",Somewhat useful,Somewhat useful,Very useful,Not relevant,Not relevant,,Not interested,Very interested,Very interested,Very interested,,
6/4/2022 9:02:48,"Domain scientist / researcher, Data scientist",Geosciences,Mailing list,Most days,5,3,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue)",5 (most),4,3,1 (least),2,Most days,Never,Never,Most days,Most days,Occasionally (~monthly),Most days,Most days,Most days,Most days,Never,Never,,,,,,,,4,,,Somewhat useful,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant,Very useful,Very useful,Somewhat useful,,,,,,
6/4/2022 10:25:35,Domain scientist / researcher,Geosciences,Mailing list,Most days,4,2,3,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues), Github Discussions",5 (most),4,1 (least),3,2,Regularly (~weekly),Most days,Occasionally (~monthly),Never,Most days,Occasionally (~monthly),Occasionally (~monthly),Regularly (~weekly),Never,Never,Never,Occasionally (~monthly),Never,Occasionally (~monthly),Never,Never,Most days,,,3,"pandas, numpy, scipy, dask, cartopy, astropy, statsmodels",Make looping through datasets along a dimension easier when it is unavoidable. More flexibility/options for interpolating methods.,Somewhat useful,Critical,Very useful,Somewhat useful,Somewhat useful,Critical,Somewhat useful,Somewhat useful,Not relevant,Very useful,Not relevant,Somewhat useful,Not interested,Very interested,Somewhat interested,Not interested,,
6/5/2022 6:23:33,"Student, Domain scientist / researcher","Geosciences, Statistics & Machine Learning",GitHub,Most days,2,,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),Documentation (https://docs.xarray.dev/),5 (most),3,4,2,1 (least),Regularly (~weekly),Never,Most days,Never,Most days,Most days,Never,Most days,Regularly (~weekly),Never,Never,Occasionally (~monthly),Never,Never,Never,Never,Occasionally (~monthly),Never,,3,"dask, pytorch, matplotlib","- More documentation/tutorials on how to do more efficient indexing, particularly when working with chunked dask arrays. 
- I would generally benefit of improved performance.",Critical,Very useful,Somewhat useful,Not relevant,Critical,Very useful,Somewhat useful,Not relevant,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat interested,Not interested,Very interested,Somewhat interested,Not interested,
6/5/2022 8:09:35,"Domain scientist / researcher, Data scientist","Geosciences, Statistics & Machine Learning",Mailing list,Most days,2,3,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), GitHub issue trackers (reading past issues)",4,5 (most),3,1 (least),2,Most days,Most days,Never,Never,Most days,Regularly (~weekly),Never,Most days,Most days,Occasionally (~monthly),Occasionally (~monthly),Never,Most days,Occasionally (~monthly),Occasionally (~monthly),Never,Most days,,,4,"dask, pytorch, napari, satpy, pyresample, scikit-image, dask-image, trollimage",,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Critical,Very useful,Very useful,Not relevant,Not relevant,Very useful,Very useful,Somewhat interested,Somewhat interested,Very interested,Not interested,Very interested,Pytorch tensors
6/6/2022 7:46:09,"Domain scientist / researcher, Software engineer / developer",Geosciences,Mailing list,Regularly (~weekly),4,2,2,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues), Github Discussions",5 (most),1 (least),2,4,3,Regularly (~weekly),Never,Never,Occasionally (~monthly),Regularly (~weekly),Never,Never,Never,Never,Never,Occasionally (~monthly),Never,Regularly (~weekly),Never,Never,Never,Never,,,3,"rioxarray, gdal, pandas, dask","more general/disciplinary diverse examples, particularly for geospatial operations",Very useful,Very useful,Critical,Very useful,Not relevant,Very useful,Somewhat useful,Somewhat useful,Not relevant,Critical,Not relevant,Critical,Not interested,Very interested,Very interested,Somewhat interested,,
6/6/2022 16:36:52,Software engineer / developer,Multi-disciplinary research and monitoring,Mailing list,Regularly (~weekly),2,2,3,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),1 (least),3,4,2,Regularly (~weekly),Most days,Never,Never,Regularly (~weekly),Most days,Never,Occasionally (~monthly),Never,Never,Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Never,Never,Never,,3,"pyresample, pandas, lumpy","in-place and Improved filtering options (i.e. boolean array indexing to ""keep""/""drop"" specific items)",Somewhat useful,Somewhat useful,Not relevant,Very useful,Critical,Critical,Not relevant,Not relevant,Not relevant,Somewhat useful,Not relevant,Somewhat useful,Somewhat interested,Not interested,Very interested,Not interested,Not interested,
6/7/2022 0:44:44,"Domain scientist / researcher, Data scientist, Software engineer / developer","Geosciences, Statistics & Machine Learning",Friend,Most days,1,2,3,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues), Github Discussions",3,5 (most),4,2,1 (least),Never,Most days,Never,Never,Regularly (~weekly),Most days,Most days,Most days,Occasionally (~monthly),Never,Most days,Never,Never,Never,Never,Never,Most days,,,3,"dask, scikit-learn, pytorch, numpy",,Somewhat useful,Very useful,Critical,Somewhat useful,Very useful,Critical,Critical,Very useful,Very useful,"Very useful, Critical",Critical,Very useful,Very interested,Somewhat interested,Very interested,Somewhat interested,,
6/7/2022 0:59:57,"Domain scientist / researcher, Software engineer / developer",Geosciences,Mailing list,Regularly (~weekly),2,3,3,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",5 (most),4,2,3,1 (least),Regularly (~weekly),Regularly (~weekly),Never,Never,Occasionally (~monthly),Most days,,Regularly (~weekly),,,,,,,,,,,,2,pandas,"Storing xarray Dataset inside a pandas DataFrame (ie. df[""dataset""] = <the xarray dataset>)",Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,,Somewhat useful,Not relevant,Somewhat useful,Not interested,Not interested,Somewhat interested,Not interested,,
6/7/2022 1:40:57,Domain scientist / researcher,"Geosciences, Statistics & Machine Learning",Mailing list,Most days,0,1,2,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev)",2,5 (most),3,1 (least),4,Most days,Never,Never,Never,Most days,Never,Never,Most days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,2,dask ; scikit-learn,,Somewhat useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Not relevant,Not relevant,Not relevant,Very useful,Very useful,Not interested,Very interested,Very interested,Not interested,Not interested,
6/7/2022 11:39:45,"Student, Data scientist, Software engineer / developer",Biosciences,Mailing list,Most days,0,1,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",3,5 (most),4,2,1 (least),Most days,Never,Most days,Never,Most days,Occasionally (~monthly),,Most days,Most days,,,,Most days,,,,,,,4,dask,"As a beginner in engineering and coding with xarray, i don't really have recommandation for the moment",Very useful,Critical,Somewhat useful,Not relevant,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Not relevant,Somewhat useful,Not interested,Not interested,Very interested,Not interested,Not interested,
6/7/2022 13:17:49,Data scientist,Statistics & Machine Learning,GitHub,Regularly (~weekly),2,3,1,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),Documentation (https://docs.xarray.dev/),4,2,5 (most),1 (least),3,Regularly (~weekly),Never,Never,Never,Regularly (~weekly),Never,Never,Never,Occasionally (~monthly),Never,Never,Never,Most days,Never,Never,Never,Never,Occasionally (~monthly),,3,dask,,Very useful,Somewhat useful,Somewhat useful,Very useful,Critical,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Critical,Somewhat useful,Very interested,Somewhat interested,Very interested,Somewhat interested,Not interested,
6/8/2022 7:20:15,"Student, Domain scientist / researcher","Geosciences, Statistics & Machine Learning",Friend,Most days,2,3,4,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",3,4,5 (most),2,1 (least),Most days,Regularly (~weekly),Occasionally (~monthly),Never,Most days,Regularly (~weekly),,Most days,Most days,,,Most days,,,,,Most days,,,3,"Dask, Pytorch, Scikit-learn",,Very useful,Somewhat useful,Somewhat useful,Very useful,Very useful,,,,,,,,Somewhat interested,Very interested,Very interested,Somewhat interested,,
6/8/2022 9:45:40,"Domain scientist / researcher, Software engineer / developer",Statistics & Machine Learning,xarray website,Most days,2,3,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), GitHub issue trackers (reading past issues)",5 (most),4,1 (least),3,2,Most days,Occasionally (~monthly),Never,Occasionally (~monthly),Most days,Regularly (~weekly),,Most days,Never,Never,Never,Never,Never,Never,Never,Never,Regularly (~weekly),Never,,4,"tensorflow, plotly. pandas","less confusing method names, more uniform keyword arguments across numeric python libraries, better support for null values (a problem of the whole numpy ecosystem though)",Somewhat useful,Very useful,Not relevant,Very useful,Very useful,Critical,Not relevant,Not relevant,Somewhat useful,Somewhat useful,Not relevant,Very useful,Somewhat interested,Not interested,Not interested,Not interested,Not interested,
6/8/2022 20:54:55,Student,Geosciences,Twitter,Most days,1,2,3,No,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues), Github Discussions",5 (most),3,4,2,1 (least),Most days,Never,Occasionally (~monthly),Occasionally (~monthly),Most days,Never,Never,Most days,Never,Never,Never,Never,Never,Never,Never,Never,Regularly (~weekly),,,4, numpy,"Adding a new coordinate to existing array. If I understood correctly there is a bug in xarray hindering this, causing an error. I read the GitHub issue discussions on it in October last year. Don't have the link to post right now on my phone. ",Very useful,"Very useful, Critical",Critical,Somewhat useful,Somewhat useful,,,,,"Very useful, Critical",,Somewhat useful,Not interested,Not interested,Not interested,Not interested,Not interested,
6/9/2022 1:17:58,"Data scientist, Software engineer / developer",Climate science,coworker,Regularly (~weekly),1,1,4,Yes,Documentation (https://docs.xarray.dev/),5 (most),4,1 (least),3,2,Occasionally (~monthly),Most days,Never,Never,Regularly (~weekly),Most days,Most days,Most days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,4,pandas,,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,"Very useful, Critical",Somewhat useful,Not relevant,Very useful,Not interested,Very interested,Not interested,Very interested,Not interested,
6/9/2022 4:04:04,Student,"Geosciences, Statistics & Machine Learning",Google Group,Regularly (~weekly),0,2,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",5 (most),3,4,1 (least),2,Regularly (~weekly),,Occasionally (~monthly),,Regularly (~weekly),Never,,Regularly (~weekly),,Occasionally (~monthly),,,Occasionally (~monthly),,,,Regularly (~weekly),,,3,"dask, hdf, iris","Built-in correlation calculation along multiple dimensions, regridding environmental data to align multiple datasets, easy conversion  to data/file formats supported by tensorflow",Somewhat useful,Somewhat useful,Very useful,Critical,Somewhat useful,Very useful,Not relevant,Critical,Not relevant,Very useful,Critical,Very useful,Not interested,Not interested,Very interested,Not interested,,
6/9/2022 11:33:17,"Educator, Domain scientist / researcher, Software engineer / developer",Geosciences,Twitter,Most days,6,4,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues), Github Discussions",4,5 (most),3,1 (least),2,Most days,Occasionally (~monthly),Occasionally (~monthly),Most days,Most days,Regularly (~weekly),Occasionally (~monthly),Most days,Most days,Occasionally (~monthly),Occasionally (~monthly),Never,Occasionally (~monthly),Never,Never,Never,Regularly (~weekly),,,2,"xgcm, pangeo_forge_recipes",,Somewhat useful,Very useful,Critical,Very useful,Very useful,Critical,Very useful,Very useful,Somewhat useful,Very useful,Very useful,Very useful,Very interested,Somewhat interested,Very interested,Somewhat interested,,
6/10/2022 0:12:52,"Educator, Domain scientist / researcher, Software engineer / developer",Geosciences,Twitter,Regularly (~weekly),6,2,3,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), GitHub issue trackers (reading past issues)",5 (most),4,2,1 (least),3,Regularly (~weekly),Regularly (~weekly),Never,Never,Regularly (~weekly),Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Never,Never,Occasionally (~monthly),Never,Never,Never,Never,Never,Never,,,3,"dask, verde, harmonica, rioxarray, PyGMT ",Non-dimensional coordinate slicing (particularly if done lazily from disk),Very useful,Somewhat useful,Very useful,Very useful,Very useful,Critical,Very useful,Somewhat useful,Somewhat useful,Very useful,Not relevant,Very useful,Very interested,Very interested,Somewhat interested,Somewhat interested,,
6/10/2022 1:04:16,Domain scientist / researcher,Geosciences,Twitter,Regularly (~weekly),2,2,2,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues), Github Discussions",5 (most),3,1 (least),2,4,Most days,Never,Occasionally (~monthly),Never,Most days,Occasionally (~monthly),Occasionally (~monthly),Most days,Never,Regularly (~weekly),Never,Never,Never,Never,Never,Never,Never,,,3,"cartopy, pandas, scipy",More examples in the user guide and gallery,Very useful,Critical,Critical,Somewhat useful,Not relevant,Very useful,Not relevant,Not relevant,Somewhat useful,Critical,Not relevant,Not relevant,Not interested,Not interested,Not interested,Not interested,,
6/10/2022 5:40:24,Domain scientist / researcher,Geosciences,Your website,Most days,5,2,4,Yes,"Documentation (https://docs.xarray.dev/), GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",3,5 (most),4,1 (least),2,Most days,Regularly (~weekly),Most days,Never,Most days,Most days,,Most days,Most days,,,,,,,,,Most days,xmitgcm (MITgcm binary files are chunked),3,"matplotlib, cartopy","Easier creation of a new data set that I will fill in.  (Not sure how that would look, but I _always_ have to look up how to do this).  As above, interpolation tools, though I know there are some already",Critical,Very useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Not relevant,Not relevant,Somewhat interested,Not interested,Very interested,Somewhat interested,,
6/10/2022 23:02:03,Domain scientist / researcher,Telecommunications ,Twitter,Most days,0,0,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev)",5 (most),2,1 (least),4,3,Most days,Never,Never,Never,Most days,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),,,Most days,,,Regularly (~weekly),,,Never,,,4,"Dask ,pandas scikit learn",,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Not relevant,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,,Very interested,Very interested,Not interested,Somewhat interested,
6/12/2022 2:39:09,"Data scientist, Software engineer / developer",Hyperspectral imaging,GitHub,Most days,0,2,3,No,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev)",4,3,5 (most),1 (least),2,Most days,Never,Never,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Never,Never,Most days,,Never,Never,Most days,Regularly (~weekly),Never,Never,Occasionally (~monthly),Never,,3,dask,"API is too complex. Too much focus on domain specific (geospatial) issues. Reading/writing data to/from .hdf5 and .zarr is inconsistent. Saving and opening should result in the same DataSet, automatic encoding is taking place (e.g. timedelta). ",Very useful,Critical,Very useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Critical,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Very interested,Not interested,Very interested,Not interested,Not interested,
6/12/2022 9:05:50,Domain scientist / researcher,Geosciences,xarray website,Most days,6,2,3,Yes,"Documentation (https://docs.xarray.dev/), GitHub issue trackers (reading past issues)",5 (most),4,2,1 (least),3,Most days,Most days,Occasionally (~monthly),Never,Most days,Occasionally (~monthly),Occasionally (~monthly),Most days,Never,Occasionally (~monthly),Never,Never,Regularly (~weekly),Never,Never,Never,Never,Never,,4,scipy,tab completion of dimensions etc in ipython,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Not relevant,Somewhat useful,Somewhat useful,Very useful,Not relevant,Somewhat useful,Not interested,Not interested,Somewhat interested,Somewhat interested,Not interested,
